time,user,coin,side,px,sz,crossed
2023-02-27T15:02:26Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1655.5,0.0452,true
2023-02-27T15:04:12Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1658.8,0.0452,true
2023-02-27T15:31:22Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1656,0.0452,true
2023-02-27T15:33:07Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1658.3,0.0452,true
2023-02-27T15:33:37Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1655.5,0.0745,true
2023-02-27T15:33:37Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1655.5,0.0776,true
2023-02-27T15:33:37Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1657.8,0.2809,true
2023-02-27T15:33:59Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1653.6,0.433,true
2023-02-27T15:34:04Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1652.9,0.2515,true
2023-02-27T15:34:04Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1654.4,0.0704,true
2023-02-27T15:34:04Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1654.4,0.0901,true
2023-02-27T15:35:16Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1653,0.0331,true
2023-02-27T15:35:16Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1653,0.0474,true
2023-02-27T15:35:16Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1654.4,0.3315,true
2023-02-27T15:35:42Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1653.3,0.0307,true
2023-02-27T15:35:42Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1653.3,0.0375,true
2023-02-27T15:35:42Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1654.7,0.3403,true
2023-02-27T15:36:45Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1649.4,0.297,true
2023-02-27T15:36:45Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1650.7,0.0432,true
2023-02-27T15:36:45Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1650.7,0.0683,true
2023-02-27T15:37:17Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1647.5,0.3387,true
2023-02-27T15:37:17Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1649,0.0437,true
2023-02-27T15:37:17Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Ask,1649,0.0465,true
2023-02-27T16:08:34Z,0x2417f49cba757c41627a3cf8ea03cd55867b5c8b,ETH,Bid,1645.5,0.4289,true
2023-02-27T16:11:47Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1640.5,0.2953,true
2023-02-27T22:18:23Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1629.2,0.2953,true
2023-02-27T22:22:46Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Bid,1.2323,204.4,true
2023-02-28T15:49:47Z,0x677d831aef5328190852e24f13c46cac05f984e7,ETH,Ask,1638,0.1291,true
2023-02-28T15:51:29Z,0x677d831aef5328190852e24f13c46cac05f984e7,ETH,Bid,1638.3,0.0378,true
2023-02-28T15:51:29Z,0x677d831aef5328190852e24f13c46cac05f984e7,ETH,Bid,1638.3,0.0554,true
2023-02-28T15:51:29Z,0x677d831aef5328190852e24f13c46cac05f984e7,ETH,Bid,1640,0.0359,true
2023-02-28T15:51:44Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.571,17.17,true
2023-02-28T20:23:42Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.357,5.53,true
2023-02-28T20:23:42Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.357,6.51,true
2023-02-28T21:10:23Z,0x63c621a33714ec48660e32f2374895c8026a3a00,ATOM,Bid,12.1137,29.21,true
2023-02-28T21:10:23Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Ask,12.1137,29.21,false
2023-02-28T21:10:26Z,0x63c621a33714ec48660e32f2374895c8026a3a00,ATOM,Ask,12.202,29.21,true
2023-03-01T04:49:50Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,23696,0.02593,false
2023-03-01T13:38:38Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Ask,1.2426,204.4,true
2023-03-01T13:41:02Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ATOM,Bid,12.835,4.59,true
2023-03-01T13:41:02Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ATOM,Bid,12.835,9.65,true
2023-03-01T13:41:02Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ATOM,Bid,12.849,7.52,true
2023-03-01T20:31:38Z,0xe3a285a05076df90c3578a73b34c4880180e6668,MATIC,Bid,1.2222,11.9,true
2023-03-01T20:43:57Z,0xe3a285a05076df90c3578a73b34c4880180e6668,MATIC,Ask,1.2274,11.9,true
2023-03-01T23:22:03Z,0x677d831aef5328190852e24f13c46cac05f984e7,ETH,Bid,1656.3,0.0132,true
2023-03-01T23:22:06Z,0x677d831aef5328190852e24f13c46cac05f984e7,ETH,Ask,1653.5,0.012,true
2023-03-01T23:22:14Z,0x677d831aef5328190852e24f13c46cac05f984e7,ETH,Ask,1653.5,0.0012,true
2023-03-02T03:01:00Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Bid,23503,0.02593,true
2023-03-02T03:41:31Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Bid,23474,0.03285,false
2023-03-02T03:41:32Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Bid,23474,0.1037,false
2023-03-02T13:38:30Z,0xc12899141fde243c1f6a1e77f285aafdcb50afc8,ETH,Ask,1633.5,0.4316,true
2023-03-02T13:53:26Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ATOM,Ask,12.204,21.76,true
2023-03-02T13:54:26Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ATOM,Ask,12.205,7.87,true
2023-03-02T13:55:35Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ATOM,Bid,12.232,6.78,true
2023-03-02T13:55:35Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ATOM,Bid,12.233,1.09,true
2023-03-02T13:58:35Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1626.6,0.0506,true
2023-03-02T13:58:35Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1626.6,0.0662,true
2023-03-02T14:07:02Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.227,5.83,true
2023-03-02T14:07:02Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.227,7.78,true
2023-03-02T14:07:02Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.236,27.07,true
2023-03-02T15:17:10Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,ETH,Ask,1627,0.1227,true
2023-03-02T15:18:10Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,BTC,Ask,23309,0.00054,true
2023-03-02T15:18:10Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,BTC,Ask,23328,0.00239,true
2023-03-02T15:18:10Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,BTC,Ask,23328,0.00563,true
2023-03-02T18:45:28Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,23341,0.05767,true
2023-03-02T18:45:28Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,23346,0.07083,true
2023-03-02T18:45:28Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,23361,0.00224,true
2023-03-02T18:45:28Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,23361,0.00581,true
2023-03-02T18:49:49Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,MATIC,Bid,1.2077,67.9,true
2023-03-02T18:49:49Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,MATIC,Bid,1.2077,71.5,true
2023-03-02T18:49:49Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,MATIC,Bid,1.2088,356.3,true
2023-03-02T19:28:25Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,ETH,Bid,1652.8,0.1227,true
2023-03-02T20:41:52Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,BTC,Bid,23651,0.00856,true
2023-03-02T21:47:59Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,23420,0.00757,false
2023-03-02T21:48:06Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,23420,0.09296,false
2023-03-02T22:27:37Z,0x63c621a33714ec48660e32f2374895c8026a3a00,ETH,Ask,1668.41,0.4316,true
2023-03-02T22:27:37Z,0xc12899141fde243c1f6a1e77f285aafdcb50afc8,ETH,Bid,1668.41,0.4316,false
2023-03-02T22:27:41Z,0x63c621a33714ec48660e32f2374895c8026a3a00,ETH,Bid,1652.6,0.0624,true
2023-03-02T22:27:41Z,0x63c621a33714ec48660e32f2374895c8026a3a00,ETH,Bid,1652.6,0.0708,true
2023-03-02T22:27:41Z,0x63c621a33714ec48660e32f2374895c8026a3a00,ETH,Bid,1654.2,0.2944,true
2023-03-03T01:20:51Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Bid,23191,0.10053,true
2023-03-03T01:21:12Z,0x63c621a33714ec48660e32f2374895c8026a3a00,ATOM,Bid,11.9905,40.68,true
2023-03-03T01:21:12Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Ask,11.9905,40.68,false
2023-03-03T01:21:15Z,0x63c621a33714ec48660e32f2374895c8026a3a00,ATOM,Ask,12.05,39.18,true
2023-03-03T01:23:48Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1610.3,0.1168,true
2023-03-03T01:24:03Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1608,0.0295,true
2023-03-03T01:24:03Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1608,0.081,true
2023-03-03T01:26:59Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1606.2,0.0529,true
2023-03-03T01:26:59Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1606.2,0.0576,true
2023-03-03T01:31:26Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,MATIC,Ask,1.14809,495.7,false
2023-03-03T01:31:26Z,0x63c621a33714ec48660e32f2374895c8026a3a00,MATIC,Bid,1.14809,495.7,true
2023-03-03T01:31:29Z,0x63c621a33714ec48660e32f2374895c8026a3a00,MATIC,Ask,1.1456,353,true
2023-03-03T01:31:29Z,0x63c621a33714ec48660e32f2374895c8026a3a00,MATIC,Ask,1.1465,51.8,true
2023-03-03T01:31:29Z,0x63c621a33714ec48660e32f2374895c8026a3a00,MATIC,Ask,1.1465,90.9,true
2023-03-03T01:42:21Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Bid,22222,0.08439,false
2023-03-03T01:44:30Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1554.8,0.0677,true
2023-03-03T01:46:08Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1557.6,0.0538,true
2023-03-03T01:46:08Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1557.6,0.0596,true
2023-03-03T01:49:34Z,0xf853dcf3d65c94e61a6b554d5595bb4f50994601,MATIC,Bid,1.1436,110.3,true
2023-03-03T01:49:34Z,0xf853dcf3d65c94e61a6b554d5595bb4f50994601,MATIC,Bid,1.1436,112.4,true
2023-03-03T01:49:34Z,0xf853dcf3d65c94e61a6b554d5595bb4f50994601,MATIC,Bid,1.1446,196.5,true
2023-03-03T03:23:35Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,22288,0.02758,true
2023-03-03T03:23:35Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,22292,0.05681,true
2023-03-03T04:13:10Z,0x2d5b239c049e84ffa914bef95a2f769bd7841a33,MATIC,Bid,1.1542,43.2,true
2023-03-03T04:27:29Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1565.5,0.0489,true
2023-03-03T04:27:29Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1567.1,0.0568,true
2023-03-03T04:27:29Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1567.1,0.0754,true
2023-03-03T04:28:58Z,0x2d5b239c049e84ffa914bef95a2f769bd7841a33,MATIC,Ask,1.1577,43.2,true
2023-03-03T05:14:55Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1570.7,0.0441,true
2023-03-03T05:14:55Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1570.7,0.0547,true
2023-03-03T05:23:49Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1568.2,0.0988,true
2023-03-03T06:13:21Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ATOM,Bid,11.924,10.28,true
2023-03-03T06:13:21Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ATOM,Bid,11.924,9.72,true
2023-03-03T06:31:17Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ETH,Bid,1569.4,0.0127,true
2023-03-03T06:31:17Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ETH,Bid,1569.4,0.0373,true
2023-03-03T06:31:42Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ETH,Ask,1569.2,0.0129,true
2023-03-03T06:31:42Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ETH,Ask,1569.2,0.0871,true
2023-03-03T06:31:48Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ETH,Bid,1570.2,0.05,true
2023-03-03T06:33:22Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ETH,Bid,1569.4,0.0108,true
2023-03-03T06:33:22Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ETH,Bid,1569.4,0.0392,true
2023-03-03T06:33:52Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ETH,Ask,1569.3,0.05,true
2023-03-03T06:34:08Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1569.4,0.045,true
2023-03-03T06:34:08Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Bid,1569.4,0.0771,true
2023-03-03T06:43:37Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ATOM,Ask,11.891,20,true
2023-03-03T06:51:24Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ATOM,Ask,11.883,7.9,true
2023-03-03T06:51:24Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ATOM,Ask,11.892,11.56,true
2023-03-03T06:51:24Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ATOM,Ask,11.892,5.54,true
2023-03-03T06:53:38Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,ATOM,Bid,11.908,25,true
2023-03-03T15:15:35Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1572.6,0.0665,true
2023-03-03T15:15:35Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1573.5,0.0556,true
2023-03-04T00:03:45Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,ETH,Ask,1568.4,0.0232,true
2023-03-04T00:03:45Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,ETH,Ask,1568.4,0.089,true
2023-03-04T02:37:11Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.007,3.32,true
2023-03-04T02:37:16Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Ask,12.006,3.32,true
2023-03-04T02:37:34Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.007,3.33,true
2023-03-04T02:37:34Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.007,5.36,true
2023-03-04T02:37:34Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Bid,12.015,8.77,true
2023-03-04T02:37:45Z,0x677d831aef5328190852e24f13c46cac05f984e7,ATOM,Ask,11.995,17.46,true
2023-03-04T14:36:09Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,DYDX,Ask,2.5235,116,true
2023-03-04T19:33:52Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,DYDX,Bid,2.4555,56.7,true
2023-03-04T19:33:52Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,DYDX,Bid,2.4758,59.3,true
2023-03-05T02:47:48Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,DYDX,Bid,2.421,98.3,true
2023-03-05T11:07:23Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,DYDX,Ask,2.4314,98.3,true
2023-03-05T16:54:15Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Ask,1.141,37.1,true
2023-03-05T16:54:15Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Ask,1.1419,110.6,true
2023-03-05T16:54:15Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Ask,1.1419,46.1,true
2023-03-05T18:16:36Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Bid,1.1378,107,true
2023-03-05T18:16:36Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Bid,1.1378,77.5,true
2023-03-05T18:16:36Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Bid,1.1387,9.3,true
2023-03-06T18:23:13Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Ask,22500,0.05414,false
2023-03-06T22:40:23Z,0x431f554877369c81ef35ab6ad39c004f21ec6b7e,MATIC,Ask,1.1326,10.5,true
2023-03-07T13:40:36Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,APE,Bid,4.6995,18.7,true
2023-03-07T13:40:36Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,APE,Bid,4.6995,22.5,true
2023-03-07T13:40:36Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,APE,Bid,4.7042,3.1,true
2023-03-07T14:14:58Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,APE,Ask,4.6269,44.3,true
2023-03-07T15:19:04Z,0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,ETH,Bid,1545.8,0.0142,true
2023-03-07T15:19:25Z,0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,ETH,Ask,1544.2,0.0142,true
2023-03-07T15:20:03Z,0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,ETH,Bid,1545.8,0.0128,true
2023-03-07T15:21:19Z,0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,ETH,Ask,1546.8,0.0128,true
2023-03-07T15:23:33Z,0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,ETH,Bid,1559.4,0.0128,true
2023-03-07T15:25:35Z,0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,ETH,Ask,1556.3,0.0128,true
2023-03-07T15:26:11Z,0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,ETH,Bid,1559.7,0.0114,true
2023-03-07T15:45:26Z,0x677d831aef5328190852e24f13c46cac05f984e7,BNB,Bid,287.01,0.094,true
2023-03-07T15:48:45Z,0x677d831aef5328190852e24f13c46cac05f984e7,BNB,Ask,287.62,0.094,true
2023-03-07T15:58:37Z,0x677d831aef5328190852e24f13c46cac05f984e7,BNB,Bid,287.75,0.081,true
2023-03-07T16:06:14Z,0x677d831aef5328190852e24f13c46cac05f984e7,BNB,Ask,286.12,0.081,true
2023-03-07T18:08:48Z,0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,ETH,Ask,1558,0.0114,true
2023-03-08T13:50:53Z,0x6482a07ec9b8ed76cf7989d19d39d508cfb5e875,AVAX,Ask,15.789,4.74,true
2023-03-08T13:56:03Z,0x6482a07ec9b8ed76cf7989d19d39d508cfb5e875,SOL,Bid,18.773,2.07,true
2023-03-08T14:08:32Z,0x63c621a33714ec48660e32f2374895c8026a3a00,MATIC,Bid,1.07433,419.2,true
2023-03-08T14:08:32Z,0xf853dcf3d65c94e61a6b554d5595bb4f50994601,MATIC,Ask,1.07433,419.2,false
2023-03-08T14:08:36Z,0x63c621a33714ec48660e32f2374895c8026a3a00,MATIC,Ask,1.0823,419.2,true
2023-03-08T16:34:02Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,OP,Ask,2.2673,64.8,true
2023-03-08T22:35:12Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,OP,Bid,2.203,33.8,true
2023-03-08T22:35:12Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,OP,Bid,2.2073,31,true
2023-03-08T23:20:34Z,0x7cb2ad2ec5c182c2e0868985b0ea733d1deaf0d1,MATIC,Ask,1.0576,201,true
2023-03-09T05:33:04Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,DYDX,Ask,2.0125,40.5,true
2023-03-09T05:33:04Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,DYDX,Ask,2.0125,62.6,true
2023-03-09T06:58:41Z,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,ETH,Bid,1540.4,0.0067,true
2023-03-09T06:58:50Z,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,ETH,Ask,1540.3,0.0067,true
2023-03-09T06:58:58Z,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,ETH,Ask,1540.7,0.0067,true
2023-03-09T06:59:03Z,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,ETH,Bid,1540.5,0.0067,true
2023-03-09T06:59:38Z,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,AVAX,Bid,15.415,0.67,true
2023-03-09T06:59:42Z,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,AVAX,Ask,15.414,0.67,true
2023-03-09T07:00:12Z,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,ATOM,Ask,10.903,0.92,true
2023-03-09T07:00:15Z,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,ATOM,Bid,10.905,0.92,true
2023-03-09T11:51:48Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,DYDX,Bid,2.0486,103.1,true
2023-03-09T15:25:02Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Bid,1.0707,213.5,true
2023-03-09T15:27:17Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Ask,1.0707,36.1,true
2023-03-09T15:27:17Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Ask,1.072,78.4,true
2023-03-09T15:27:17Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,MATIC,Ask,1.072,99,true
2023-03-09T21:05:12Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,MATIC,Ask,0.9969,2096.8,false
2023-03-09T21:52:00Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,MATIC,Bid,0.99785,107.9,true
2023-03-09T21:52:00Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,MATIC,Bid,0.99785,124.4,true
2023-03-09T21:52:00Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,MATIC,Bid,0.99851,1864.5,true
2023-03-10T02:01:19Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Bid,20087,0.00501,true
2023-03-10T02:01:19Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Bid,20087,0.00522,true
2023-03-10T02:01:19Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,BTC,Bid,20106,0.04391,true
2023-03-10T08:14:39Z,0x6482a07ec9b8ed76cf7989d19d39d508cfb5e875,SOL,Ask,16.949,2.07,true
2023-03-10T14:26:15Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1403.7,0.0361,true
2023-03-10T14:26:15Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,ETH,Ask,1403.7,0.0378,true
2023-03-10T18:57:33Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,SOL,Ask,17.391,17.6,true
2023-03-10T18:57:33Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,SOL,Ask,17.411,73.87,true
2023-03-10T18:57:33Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,SOL,Ask,17.412,119.28,true
2023-03-10T18:57:33Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,SOL,Ask,17.429,4.26,true
2023-03-10T18:57:33Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,SOL,Ask,17.429,7.98,true
2023-03-10T22:49:32Z,0x17d8e3268b7c81111c98b7d3ccea55072a32d6c0,SOL,Bid,18.312,222.99,false
2023-03-10T22:49:32Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Ask,18.312,222.99,true
2023-03-10T22:49:35Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.155,6.1,true
2023-03-10T22:49:35Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.155,8.25,true
2023-03-10T22:49:35Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.171,62,true
2023-03-10T22:49:35Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.173,7.27,true
2023-03-10T22:49:39Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.131,3.17,true
2023-03-10T22:49:39Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.15,17.2,true
2023-03-10T22:49:42Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.107,3.49,true
2023-03-10T22:49:42Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.107,7.9,true
2023-03-10T22:49:42Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.122,25.16,true
2023-03-10T22:49:45Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.11,2.93,true
2023-03-10T22:49:45Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.124,14.56,true
2023-03-10T22:49:48Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.13,42.82,true
2023-03-10T22:49:52Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.117,5.72,true
2023-03-10T22:49:52Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.117,6.62,true
2023-03-10T22:49:52Z,0x63c621a33714ec48660e32f2374895c8026a3a00,SOL,Bid,18.134,9.59,true
2023-03-11T00:58:55Z,0xb8d4df452dfa59dc4b0323a345f461d72b663b21,SOL,Ask,17.94,21.34,true
2023-03-11T00:58:55Z,0xb8d4df452dfa59dc4b0323a345f461d72b663b21,SOL,Ask,18.037,67.74,true
